"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"RT @smolbeaniweeni: blessed callie calamari doll that gives you pepsi and is kind to you https://t.co/LX0edwslhJ",FALSE,0,NA,2017-09-18 01:11:02,FALSE,NA,"909585523156701184",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","scpbox",126,TRUE,FALSE,NA,NA
"@donsteele @pepsi Don't think they had a chance given Coke is headquartered in Atlanta.",FALSE,0,"donsteele",2017-09-18 01:11:01,FALSE,"909583900057497600","909585517863301120","19730294","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","evanorenstein",0,FALSE,FALSE,NA,NA
"@H2ODrinkIt getting closer to kingsom hearts 3 woo",FALSE,0,"H2ODrinkIt",2017-09-18 01:10:57,FALSE,"909456713455165442","909585501639860224","351192485","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","pepsi_elwin",0,FALSE,FALSE,NA,NA
"@badbusan i'll let you live with the fact that pepsi tastes like shit",FALSE,1,"badbusan",2017-09-18 01:10:56,FALSE,"909585275931824128","909585498229878785","833065431049129984","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dimplekims",0,FALSE,FALSE,NA,NA
"My cousin is telling me that he's had to explain to more than one if his patients that giving boiled pepsi to kids isn't good for them",FALSE,0,NA,2017-09-18 01:10:47,FALSE,NA,"909585458128150528",NA,"<a href=""http://klinkerapps.com"" rel=""nofollow"">Talon (Plus)</a>","Stewpert",0,FALSE,FALSE,NA,NA
"RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-18 01:10:37,FALSE,NA,"909585415803371520",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","amichael205",509,TRUE,FALSE,NA,NA
"@BigOrangeMack Mack... Relax buddy. Have yourself a Pepsi",FALSE,1,"BigOrangeMack",2017-09-18 01:10:31,FALSE,"909584712825540609","909585391283523584","603141532","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","R1ckterScale",0,FALSE,FALSE,NA,NA
"what is up mAH CRAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA... — it's etHAN FOR CRANKY PEPSI CREW  https://t.co/qe8x3XuKiS",FALSE,3,NA,2017-09-18 01:09:47,FALSE,NA,"909585206843232257",NA,"<a href=""https://curiouscat.me"" rel=""nofollow"">Curious Cat</a>","iceddarkroasts",0,FALSE,FALSE,NA,NA
"Sometimes I be wanting a good Cold Pepsi<ed><U+00A0><U+00BD><ed><U+00B8><U+00A9>",FALSE,0,NA,2017-09-18 01:09:22,FALSE,NA,"909585101066924032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","4ever121314",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-18 01:09:12,FALSE,NA,"909585062634467329",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theminnguy",564,TRUE,FALSE,NA,NA
"so I hate pepsi but I love Pepsi clear???????",FALSE,1,NA,2017-09-18 01:08:52,FALSE,NA,"909584975665577990",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Angelicasire",0,FALSE,FALSE,NA,NA
"@brit_devine Shut your mouth. Pepsi is trash",FALSE,1,"brit_devine",2017-09-18 01:08:47,FALSE,"909583357394210816","909584955164037122","465743835","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mcvhokie",0,FALSE,FALSE,NA,NA
"@Hedge_Pepsi @TheRealBonko @smilebombx stop licking my bfs butt",FALSE,2,"Hedge_Pepsi",2017-09-18 01:08:04,FALSE,"909546926940372992","909584775836573696","2265425748","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","maggietr0n",0,FALSE,FALSE,NA,NA
"@darrenrovell @powersco Whatever, Unlimited Pepsi would be farrrrr worse!",FALSE,0,"darrenrovell",2017-09-18 01:07:50,FALSE,"909584087878381568","909584715350282241","24277551","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MatthewPhillipe",0,FALSE,FALSE,NA,NA
"RT @TheNewsChick: Pepsi CEO’s rule for leaving work https://t.co/tRhEV5p8tY love this.",FALSE,0,NA,2017-09-18 01:07:20,FALSE,NA,"909584591400296448",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","WhitneyStradley",3,TRUE,FALSE,NA,NA
"More peas or less Pepsi? Researchers compare how food policies could save lives. https://t.co/ZEOuqnNkfX https://t.co/ienkpyBclB",FALSE,0,NA,2017-09-18 01:07:13,FALSE,NA,"909584561276952577",NA,"<a href=""http://www.crowdfireapp.com"" rel=""nofollow"">Crowdfire - Go Big</a>","xnilax",0,FALSE,FALSE,NA,NA
"RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-18 01:06:32,FALSE,NA,"909584390170308608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Rbrt_Hurse",509,TRUE,FALSE,NA,NA
"RT @SoDamnTrue: this is one of the best pepsi commercials of all time  https://t.co/ssk5l9dxEv",FALSE,0,NA,2017-09-18 01:05:50,FALSE,NA,"909584211861946369",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","LemonDraws",2622,TRUE,FALSE,NA,NA
"@glamourizes @realDonaldTrump Hey Don, did you know yesterday this same person tweeted this: ""my pussy taste like p… https://t.co/QQqqSRILAA",FALSE,0,"glamourizes",2017-09-18 01:05:17,TRUE,"909381635249860610","909584077417861120","872963870","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cathyob1",0,FALSE,FALSE,NA,NA
"RT @TranslateRealDT: Just our President thanking a twitter user who posted this two days ago:

""my pussy taste like pepsi cola
my eyes are…",FALSE,0,NA,2017-09-18 01:05:11,FALSE,NA,"909584052058857473",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","matroberts1999",215,TRUE,FALSE,NA,NA
"@brit_devine But Coke is headquartered in Atlanta. Like it better than Pepsi, even though it was born in my state.",FALSE,1,"brit_devine",2017-09-18 01:05:03,FALSE,"909583357394210816","909584018747920385","465743835","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","steven_hodges",0,FALSE,FALSE,NA,NA
"That moment when you burp in your mouth after taking a sip of Pepsi and it gets in your nose https://t.co/5dNQhwQ3Z2",FALSE,0,NA,2017-09-18 01:04:42,FALSE,NA,"909583928628887552",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Cameran321",0,FALSE,FALSE,NA,NA
".@pepsi missed a moment https://t.co/WcL3fZMq9Q",FALSE,0,NA,2017-09-18 01:04:35,FALSE,NA,"909583900057497600",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","donsteele",0,FALSE,FALSE,NA,NA
"RT @kontatoesgc: #iKONSCHEDULE

18
<U+270B>Fanmeeting in Osaka

20
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BA>OnStyle ""Get it Beauty"" (Hanbin) <ed><U+00A0><U+00BD><ed><U+00B5><U+00A3>8:20<U+33D8> KST

24
<ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>Pepsi Fan Party <ed><U+00A0><U+00BD><ed><U+00B5><U+0094>5<U+33D8> KST",FALSE,0,NA,2017-09-18 01:04:08,FALSE,NA,"909583786316144640",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","epikex",123,TRUE,FALSE,NA,NA
"@brit_devine Pepsi in Atlanta is about as rare a sight as you in cash games higher than $5",FALSE,1,"brit_devine",2017-09-18 01:04:05,FALSE,"909583357394210816","909583771971784704","465743835","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JKSxDFS",0,FALSE,FALSE,NA,NA
"@alliemcmanus13 LOVE U BBY <U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F><U+2764><U+FE0F> (even tho coke &gt; pepsi)",FALSE,2,"alliemcmanus13",2017-09-18 01:03:15,FALSE,"909267473391747072","909583565318483968","1616850582","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kataayyy",0,FALSE,FALSE,NA,NA
"One ice cold pepsi please? #orville",FALSE,0,NA,2017-09-18 01:02:57,FALSE,NA,"909583489204461570",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","SweetCharity81",0,FALSE,FALSE,NA,NA
"RT @ikonphile: The delivery man always get surprised when handing their pepsi when they deliver chicken bcs it has their faces. <ed><U+00A0><U+00BD><ed><U+00B8><U+0082> it must'v…",FALSE,0,NA,2017-09-18 01:02:36,FALSE,NA,"909583400901648384",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","fangirlishcyndi",204,TRUE,FALSE,NA,NA
"But it's Coke, nobody wants that garbage, we want Pepsi https://t.co/9apVHkEoLd",FALSE,15,NA,2017-09-18 01:02:26,FALSE,NA,"909583357394210816",NA,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","brit_devine",1,FALSE,FALSE,NA,NA
"@the_pepsi_curse @pauleczar @stevesilberman @RollingStone @yashar I knew there would come a day when Paul from KY a… https://t.co/Rb4fehpqPx",FALSE,1,"the_pepsi_curse",2017-09-18 01:01:45,TRUE,"909581680859545600","909583186463805440","770818282093895680","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","stephenrodrick",0,FALSE,FALSE,NA,NA
"RT @glamourizes: my pussy taste like pepsi cola
my eyes are wide like cherry pies",FALSE,0,NA,2017-09-18 01:01:38,FALSE,NA,"909583156457680896",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BatflecksRobin",78,TRUE,FALSE,NA,NA
"@MartiBWBear If you mean BAD ones are overdone and cardboard, totally <U+2611><U+FE0F>. But I guess it's like Coke/Pepsi <ed><U+00A0><U+00BD><ed><U+00B8><U+0084>",FALSE,0,"MartiBWBear",2017-09-18 01:01:12,FALSE,"908671024937492480","909583046105473024","47635025","<a href=""http://www.echofon.com/"" rel=""nofollow"">Echofon</a>","larrynemecek",0,FALSE,FALSE,NA,NA
"RT @puxxled: @trinafwest @realDonaldTrump also from lana del fenty @glamourizes,  Sep 15

my pussy taste like pepsi cola
my eyes are wide l…",FALSE,0,NA,2017-09-18 01:00:59,FALSE,NA,"909582993999634432",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jemali053",5,TRUE,FALSE,NA,NA
"RT @alltheangelssay: ""Can I have a Coke?""

""Is Pepsi okay?"" https://t.co/kUrXEAOr5s",FALSE,0,NA,2017-09-18 01:00:55,FALSE,NA,"909582975976792065",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sicklysweetpill",5,TRUE,FALSE,NA,NA
"RT @trinafwest: @realDonaldTrump Oh my goodness! Did you check this person's feed before you retweeted this??? Do you like her because ""my…",FALSE,0,NA,2017-09-18 01:00:48,FALSE,NA,"909582948587806720",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","jemali053",9,TRUE,FALSE,NA,NA
"RT @alltheangelssay: ""Can I have a Coke?""

""Is Pepsi okay?"" https://t.co/kUrXEAOr5s",FALSE,0,NA,2017-09-18 01:00:43,FALSE,NA,"909582926286868481",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","cat_astro_phe",5,TRUE,FALSE,NA,NA
"RT @FelicindaCluney: 8 Los yankees Ted Turner (fundador de CNN), Douglas Tompkins (The North Face), Herman Warden Lay (papas fritas Lay’s y…",FALSE,0,NA,2017-09-18 01:00:25,FALSE,NA,"909582850571325442",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","jazminBlanco369",142,TRUE,FALSE,NA,NA
"RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-18 01:00:16,FALSE,NA,"909582814298828800",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","dopplereffect07",509,TRUE,FALSE,NA,NA
"RT @SaeedFaridzadeh: I once saw a political post on Facebook and it changed my mind on everything. I now happily drink Pepsi.",FALSE,0,NA,2017-09-18 01:00:10,FALSE,NA,"909582786494840832",NA,"<a href=""https://favstar.fm"" rel=""nofollow"">Favstar.FM</a>","krisv_723",11,TRUE,FALSE,NA,NA
"Guilherme top 4 artists this week: Siriusmo (48), Saint Pepsi (36), Panteros666 (31), Sebastian (22) #jotafm",FALSE,0,NA,2017-09-18 01:00:06,FALSE,NA,"909582771278041088",NA,"<a href=""http://jota.pm/jotafm"" rel=""nofollow"">Jota.fm</a>","guilhermefs_",0,FALSE,FALSE,NA,NA
"I want a corned beef sandwich with Russian sauce on a onion roll. Swiss cheese. Nigga and some Cheese Fries. Large Pepsi and a Ice Mountain",FALSE,1,NA,2017-09-18 01:00:03,FALSE,NA,"909582759664001025",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","BluntsOvaBoys",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-18 00:59:44,FALSE,NA,"909582678814535681",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ceciletijou",564,TRUE,FALSE,NA,NA
"RT @comedyandtruth: this is one of the best pepsi commercials of all time  https://t.co/e6NRQ5dXGo",FALSE,0,NA,2017-09-18 00:59:33,FALSE,NA,"909582634065547265",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Banana0Www",310,TRUE,FALSE,NA,NA
"RT @kontatoesgc: #iKONSCHEDULE

18
<U+270B>Fanmeeting in Osaka

20
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BA>OnStyle ""Get it Beauty"" (Hanbin) <ed><U+00A0><U+00BD><ed><U+00B5><U+00A3>8:20<U+33D8> KST

24
<ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>Pepsi Fan Party <ed><U+00A0><U+00BD><ed><U+00B5><U+0094>5<U+33D8> KST",FALSE,0,NA,2017-09-18 00:59:32,FALSE,NA,"909582630059835392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","rainyrainbowsky",123,TRUE,FALSE,NA,NA
"*goes out to get a pepsi*
*comes back with hot wings, a pizza, a tub of ice cream, 6-pack of coffee stout, and a pepsi*",FALSE,2,NA,2017-09-18 00:59:25,FALSE,NA,"909582600746016768",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","BenjaminBroseph",1,FALSE,FALSE,NA,NA
"RT @glamourizes: my pussy taste like pepsi cola
my eyes are wide like cherry pies",FALSE,0,NA,2017-09-18 00:59:25,FALSE,NA,"909582599399411712",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","INTERSTELLAR_5",78,TRUE,FALSE,NA,NA
"@NCTsmtown_DREAM pepsi wild cherry like the best <U+C220> 
CHERRYYYY
BOOOOOOOOOOOOMB https://t.co/OV5opH93JW",FALSE,0,"awayfrhere",2017-09-18 00:59:17,FALSE,"909581359500468225","909582564431671297","1806979501","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","awayfrhere",0,FALSE,FALSE,NA,NA
"Did you know that Pepsi is the worst parent in Slovakia?",FALSE,0,NA,2017-09-18 00:57:32,FALSE,NA,"909582124059103232",NA,"<a href=""http://www.zachwhalen.net/posts/how-to-make-a-twitter-bot-with-google-spreadsheets-version-04/"" rel=""nofollow"">FactsCreatorBot</a>","DYKbot",0,FALSE,FALSE,NA,NA
"RT @TranslateRealDT: Just our President thanking a twitter user who posted this two days ago:

""my pussy taste like pepsi cola
my eyes are…",FALSE,0,NA,2017-09-18 00:57:04,FALSE,NA,"909582006131990528",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ChrisiDoo222",215,TRUE,FALSE,NA,NA
"@Tunifish97 That's why you get a CDL A to deliver Pepsi to Amazon warehouses",FALSE,0,"Tunifish97",2017-09-18 00:56:26,FALSE,"909581602384162817","909581850305335296","586925860","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","JDicki7",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-18 00:56:02,FALSE,NA,"909581749386203136",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ripwilla",564,TRUE,FALSE,NA,NA
"@stephenrodrick @pauleczar @stevesilberman @RollingStone @yashar &amp; Paul seems cool. I'm kinda hoping he buys Rollin… https://t.co/tvPiTA2GJv",FALSE,0,"stephenrodrick",2017-09-18 00:55:46,TRUE,"909577118828388352","909581680859545600","190833141","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","the_pepsi_curse",0,FALSE,FALSE,NA,NA
"RT @kontatoesgc: #iKONSCHEDULE

18
<U+270B>Fanmeeting in Osaka

20
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BA>OnStyle ""Get it Beauty"" (Hanbin) <ed><U+00A0><U+00BD><ed><U+00B5><U+00A3>8:20<U+33D8> KST

24
<ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>Pepsi Fan Party <ed><U+00A0><U+00BD><ed><U+00B5><U+0094>5<U+33D8> KST",FALSE,0,NA,2017-09-18 00:55:43,FALSE,NA,"909581668955987969",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mambinic",123,TRUE,FALSE,NA,NA
"RT @kontatoesgc: #iKONSCHEDULE

18
<U+270B>Fanmeeting in Osaka

20
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BA>OnStyle ""Get it Beauty"" (Hanbin) <ed><U+00A0><U+00BD><ed><U+00B5><U+00A3>8:20<U+33D8> KST

24
<ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>Pepsi Fan Party <ed><U+00A0><U+00BD><ed><U+00B5><U+0094>5<U+33D8> KST",FALSE,0,NA,2017-09-18 00:55:42,FALSE,NA,"909581661871915008",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","kimthebab7012",123,TRUE,FALSE,NA,NA
"RT @Stewpert: Y'all knew there are people in Jamaica right now in 2017 boiling pepsi to give to their babies &amp; toddlers to treat gripe?",FALSE,0,NA,2017-09-18 00:55:11,FALSE,NA,"909581535724101632",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DannieAsphall",1,TRUE,FALSE,NA,NA
"Pepsi CEO’s rule for leaving work https://t.co/tRhEV5p8tY love this.",FALSE,8,NA,2017-09-18 00:54:45,FALSE,NA,"909581423647924225",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TheNewsChick",3,FALSE,FALSE,NA,NA
"@frameoftravel Indiana Jones went in search of the cup of Christ; Victor went in search of Crystal Pepsi.",FALSE,64,"frameoftravel",2017-09-18 00:54:39,FALSE,"909144035893190656","909581399992049665","599276843","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","AbroadInJapan",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-18 00:54:38,FALSE,NA,"909581396766871552",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","un_belizable",564,TRUE,FALSE,NA,NA
"RT @lisadalamest: I prefer:
<U+26AA><U+FE0F> Coke
<U+26AA><U+FE0F> Pepsi
<ed><U+00A0><U+00BD><ed><U+00B4><U+0098> Soda by Azealia Banks",FALSE,0,NA,2017-09-18 00:54:38,FALSE,NA,"909581396246745088",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ben_6665",509,TRUE,FALSE,NA,NA
"i cant tell the difference between coke or pepsi and i rarely can tell the difference between diet and regular soda",FALSE,0,NA,2017-09-18 00:54:12,FALSE,NA,"909581288297914368",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","lcvespreads",0,FALSE,FALSE,NA,NA
"@glamourizes Tasting Pepsi gives me that summertime sadness",FALSE,0,"glamourizes",2017-09-18 00:54:09,FALSE,"908877483587420160","909581272858726402","872963870","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KerryCash",0,FALSE,FALSE,NA,NA
"@NFL @pepsi Kareem Hunt",FALSE,0,"NFL",2017-09-18 00:53:57,FALSE,"907755786427932674","909581221700698112","19426551","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","qrosemo1",0,FALSE,FALSE,NA,NA
"RT @CoachJimLeavitt: Great having Jody at the game tonight!  Love my Jody and my girls!  Now time for yes.....an Ice Fricken Cold Pepsi!  G…",FALSE,0,NA,2017-09-18 00:53:31,FALSE,NA,"909581112191598592",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","daryl_downing",32,TRUE,FALSE,NA,NA
"RT @TranslateRealDT: Just our President thanking a twitter user who posted this two days ago:

""my pussy taste like pepsi cola
my eyes are…",FALSE,0,NA,2017-09-18 00:53:23,FALSE,NA,"909581081388732416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","back2memphis",215,TRUE,FALSE,NA,NA
"""Can I have a Coke?""

""Is Pepsi okay?"" https://t.co/kUrXEAOr5s",FALSE,19,NA,2017-09-18 00:53:15,FALSE,NA,"909581045221036032",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","alltheangelssay",5,FALSE,FALSE,NA,NA
"HOW ABOUT YOU STOP DRINKING COKE AND GET A NICE COLD PEPSI! #drink",FALSE,0,NA,2017-09-18 00:52:51,FALSE,NA,"909580947774779392",NA,"<a href=""http://twittbot.net/"" rel=""nofollow"">twittbot.net</a>","pepsi_man_bot",0,FALSE,FALSE,NA,NA
"@tsunametria @witnessinner Taylor will never do the halftime show... She's a Coke spokesperson, Pepsi ain't gonna let her on stage",FALSE,1,"tsunametria",2017-09-18 00:52:27,FALSE,"909516051653840902","909580845668696066","1243807339","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","katysboobiez",0,FALSE,FALSE,NA,NA
"RT @tonyposnanski: Ummmm...did the president retweet someone whos pussy taste like pepsi cola and eyes are wide like cherry pies? https://t…",FALSE,0,NA,2017-09-18 00:52:11,FALSE,NA,"909580778207621122",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","gba05030190",564,TRUE,FALSE,NA,NA
"RT @chillsugata: To practice what he preaches, Virat Kohli drops Pepsi, fairness products https://t.co/QcOv45GL85 via @FinancialExpress",FALSE,0,NA,2017-09-18 00:51:53,FALSE,NA,"909580703196626945",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","chillsugata",1,TRUE,FALSE,NA,NA
"RT @vasaych: Pepsi battle of the bands finale, Tonight, with some great performances,some super talented friends and A reunion :) https://t…",FALSE,0,NA,2017-09-18 00:51:16,FALSE,NA,"909580549899010048",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","architypes12",33,TRUE,FALSE,NA,NA
"RT @glamourizes: my pussy taste like pepsi cola
my eyes are wide like cherry pies",FALSE,0,NA,2017-09-18 00:51:14,FALSE,NA,"909580538448678912",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ElizAnerousis",78,TRUE,FALSE,NA,NA
"RT @TranslateRealDT: Just our President thanking a twitter user who posted this two days ago:

""my pussy taste like pepsi cola
my eyes are…",FALSE,0,NA,2017-09-18 00:50:32,FALSE,NA,"909580363495702529",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","77Resister",215,TRUE,FALSE,NA,NA
"RT @kontatoesgc: #iKONSCHEDULE

18
<U+270B>Fanmeeting in Osaka

20
<ed><U+00A0><U+00BD><ed><U+00B3><U+00BA>OnStyle ""Get it Beauty"" (Hanbin) <ed><U+00A0><U+00BD><ed><U+00B5><U+00A3>8:20<U+33D8> KST

24
<ed><U+00A0><U+00BC><ed><U+00BE><U+00A4>Pepsi Fan Party <ed><U+00A0><U+00BD><ed><U+00B5><U+0094>5<U+33D8> KST",FALSE,0,NA,2017-09-18 00:50:27,FALSE,NA,"909580343815979008",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MongMong19",123,TRUE,FALSE,NA,NA
"No @CocaCola products at my local @Publix this week because of #HurricaneIrma. Pepsi buy 2 get 1 free.No friggin way! #loyaltyiseverything",FALSE,0,NA,2017-09-18 00:50:11,FALSE,NA,"909580274324983809",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","rafacabrales",0,FALSE,FALSE,NA,NA
"@_JonahJordan I was just repeating @TigerJohnM from earlier. I haven't been this season. I know Pepsi had it in the past",FALSE,0,"_JonahJordan",2017-09-18 00:50:08,FALSE,"909580094917763072","909580264891760641","331500727","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","natediggy75",0,FALSE,FALSE,NA,NA
"@natediggy75 Wait...I thought Pepsi had the contract?",FALSE,0,"natediggy75",2017-09-18 00:49:28,FALSE,"909579988340441088","909580094917763072","276788487","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","_JonahJordan",0,FALSE,FALSE,NA,NA
"I'm drinking my pepsi cola, having a good time",FALSE,2,NA,2017-09-18 00:48:38,FALSE,NA,"909579883818385408",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","NoahWithNoArk",1,FALSE,FALSE,NA,NA
